order_id,customer_id,sku_id,category,quantity,unit_price_paid,order_timestamp,discount_pct_applied,device_id,payment_fingerprint,shipping_address_id,ip_address
ORD-952066582d,CUST-c664686aef,ADI-GAZL-BLU-42,sneakers,3,100.0,2026-02-28 19:25:00.613050,0.0,DEV-800f317b8e,PAY-0ad46e0382,ADDR-5a0132d0b1,195.192.1.94
ORD-1f152d2514,CUST-0f4035ea78,ADI-SAMBA-WHT-42,sneakers,3,90.0,2026-02-28 22:03:03.604664,0.0,DEV-181f2048d2,PAY-4cedb18514,ADDR-4ba10c23b7,87.239.67.227
ORD-5f9feeb3b1,CUST-9577104363,ADI-TRACK-BLK-M,apparel,4,70.0,2026-02-28 23:27:52.565694,0.0,DEV-2387f9bea2,PAY-c78ed700a6,ADDR-158fce4e72,54.144.44.171
ORD-1f4a8133cb,CUST-36cbb2fb67,ADI-SAMBA-WHT-42,sneakers,4,90.0,2026-03-01 00:29:14.647042,0.0,DEV-a588d6caea,PAY-af0b0d3d42,ADDR-498cbff20a,215.187.178.208
ORD-3e40d72988,CUST-1a916baaa0,ADI-GAZL-BLU-42,sneakers,1,100.0,2026-03-01 00:43:05.300136,0.0,DEV-ea85bdef82,PAY-9b05c89169,ADDR-9f451c31e8,114.39.70.136
ORD-a0d72a8cb1,CUST-4db6cdb71b,ADI-GAZL-BLU-42,sneakers,3,100.0,2026-03-01 02:10:21.584589,0.0,DEV-dc19fd4f62,PAY-01aaed6be3,ADDR-85621144ee,170.250.143.83
ORD-8709214287,CUST-6eeb9ef3ff,ADI-CAP-BLK,accessory,4,25.0,2026-03-01 03:24:42.878951,0.0,DEV-12ddd7db2c,PAY-ad2c73b5ce,ADDR-6041e553ee,52.229.23.30
ORD-e3e953d493,CUST-58fbae2af7,ADI-GAZL-BLU-42,sneakers,1,100.0,2026-03-01 03:43:19.938141,0.0,DEV-dece3ba775,PAY-01d62e591b,ADDR-891508b96e,217.154.101.99
ORD-4cc7588d07,CUST-1dad928c95,ADI-TRACK-BLK-M,apparel,5,70.0,2026-03-01 05:04:10.803702,0.0,DEV-3442b28cc6,PAY-0ae6f144fe,ADDR-f7a9724b1a,43.222.31.101
ORD-a5db8e9064,CUST-3a239790e9,ADI-SAMBA-BLK-42,sneakers,1,90.0,2026-03-01 10:40:19.419917,0.0,DEV-9e6f203464,PAY-ccd1c82459,ADDR-d7c3d09270,218.89.212.64
ORD-49f8706967,CUST-d5b8c8680a,ADI-SAMBA-WHT-42,sneakers,1,90.0,2026-03-01 11:42:41.427411,0.0,DEV-77862ccca8,PAY-fc87aebe46,ADDR-bc8204c3cb,84.117.56.84
ORD-5fac3ed8d0,CUST-8c22ac7910,ADI-GAZL-BLU-42,sneakers,3,100.0,2026-03-01 12:22:57.048938,0.0,DEV-59cd4dedd4,PAY-f0eee3debb,ADDR-84ebe953fa,154.167.196.61
ORD-5dc4e1c8a7,CUST-7eb14ee09f,ADI-CAP-BLK,accessory,1,25.0,2026-03-01 12:27:23.189302,0.0,DEV-b8432179a1,PAY-92e29f50d0,ADDR-4f174c0c94,109.169.180.180
ORD-fd032f83f6,CUST-1dad928c95,ADI-SUPER-BLK-42,sneakers,3,85.0,2026-03-01 14:01:26.482529,0.0,DEV-3442b28cc6,PAY-0ae6f144fe,ADDR-f7a9724b1a,43.222.31.101
ORD-e1a9e9965f,CUST-889d243672,ADI-SAMBA-BLK-42,sneakers,3,90.0,2026-03-01 14:23:38.470810,0.0,DEV-fb031e7aa6,PAY-2ff5f0a5d2,ADDR-f49aa0e3fb,157.117.45.250
ORD-c33b174215,CUST-00afcdf0e5,ADI-SAMBA-WHT-42,sneakers,3,90.0,2026-03-01 15:40:48.550963,0.0,DEV-28636e1750,PAY-4b443b01a4,ADDR-a97e56d6a7,213.210.41.24
ORD-ce6a6c1c31,CUST-4b09a08409,ADI-CAP-BLK,accessory,4,25.0,2026-03-01 15:45:48.488754,0.0,DEV-03d0e0ca2b,PAY-e7a90224dc,ADDR-e3d3f11b34,95.155.83.211
ORD-f8eea0ce6d,CUST-0067c9ef4f,ADI-TRACK-BLK-M,apparel,4,70.0,2026-03-01 18:46:25.359717,0.0,DEV-e324548877,PAY-dfd70b76ca,ADDR-d2658c0ed0,200.204.96.18
ORD-6ac727c1e2,CUST-d604954cbb,ADI-SUPER-BLK-42,sneakers,3,85.0,2026-03-01 18:50:30.260834,0.0,DEV-c499d8471e,PAY-4f5e6fc0f2,ADDR-30185f6b0e,83.78.14.21
ORD-aa2e987509,CUST-121afd3fd1,ADI-TEE-WHT-M,apparel,1,30.0,2026-03-01 20:04:44.998100,0.0,DEV-6d023480ec,PAY-47d698a44f,ADDR-e1d89c78da,25.106.242.100
ORD-658945c97d,CUST-2a434d7a89,ADI-TEE-WHT-M,apparel,3,30.0,2026-03-01 20:11:13.535958,0.0,DEV-b718be994a,PAY-09c2c87bd9,ADDR-d426459796,188.148.18.125
ORD-26308373f9,CUST-f6e15df804,ADI-TRACK-NVY-M,apparel,1,60.0,2026-03-01 22:36:44.149129,0.0,DEV-ce836e90b3,PAY-0f4dc515ee,ADDR-6b32eca391,137.117.181.19
ORD-df35983ca7,CUST-f7a1c1eff5,ADI-TRACK-BLK-M,apparel,1,70.0,2026-03-01 23:10:27.207360,0.0,DEV-2286511869,PAY-481bc57336,ADDR-afcd56f18f,59.10.28.7
ORD-c60df706be,CUST-87d8bdcf84,ADI-SAMBA-WHT-42,sneakers,4,90.0,2026-03-01 23:53:09.126423,0.0,DEV-4dd4a18818,PAY-d6ad746a2a,ADDR-db5ade5645,177.202.154.23
ORD-242189b93b,CUST-1fb38fd173,ADI-TRACK-NVY-M,apparel,4,60.0,2026-03-02 00:03:41.020979,0.0,DEV-8ad8d8c2ad,PAY-8b5e5ef897,ADDR-be5447821d,133.235.27.22
ORD-8e934e462a,CUST-2c8237ae6a,ADI-SAMBA-BLK-42,sneakers,3,90.0,2026-03-02 01:51:17.616286,0.0,DEV-2100d71b70,PAY-47bade078b,ADDR-8536d9a543,205.66.108.221
ORD-f91d33f8ba,CUST-7900e8863f,ADI-SAMBA-WHT-42,sneakers,1,90.0,2026-03-02 01:51:26.324353,0.0,DEV-2cabd0aac5,PAY-c3735f31e4,ADDR-4efef5aae8,150.250.46.231
ORD-4c5c17d081,CUST-46f4e7ba44,ADI-SAMBA-BLK-42,sneakers,3,90.0,2026-03-02 02:14:25.671807,0.0,DEV-687c9d5f33,PAY-d0e64b6420,ADDR-f248c224e5,70.185.49.137
ORD-ffe4650577,CUST-0584fd2640,ADI-TRACK-NVY-M,apparel,1,60.0,2026-03-02 02:50:51.306008,0.0,DEV-81cda6a219,PAY-1e5319ccb2,ADDR-804ab20d9b,122.239.169.219
ORD-23432a2103,CUST-bc647854d9,ADI-CAP-BLK,accessory,1,25.0,2026-03-02 04:02:07.014957,0.0,DEV-1563e332ab,PAY-9f27425e8a,ADDR-903e9789e4,105.33.247.8
ORD-040470917c,CUST-a7fef81006,ADI-TRACK-BLK-M,apparel,1,70.0,2026-03-02 04:58:42.242915,0.0,DEV-80eff636a2,PAY-b1e24d962e,ADDR-42a235258f,147.229.45.220
ORD-d19dca2297,CUST-f737fb7417,ADI-SAMBA-WHT-42,sneakers,1,90.0,2026-03-02 05:21:49.374218,0.0,DEV-17959f702d,PAY-39b1e0ea40,ADDR-12e05bdaa3,202.58.42.233
ORD-d9c823788b,CUST-46f4e7ba44,ADI-SAMBA-BLK-42,sneakers,3,90.0,2026-03-02 05:25:20.061592,0.0,DEV-687c9d5f33,PAY-d0e64b6420,ADDR-f248c224e5,70.185.49.137
ORD-04e3fe7a34,CUST-826efff337,ADI-CAP-BLK,accessory,1,25.0,2026-03-02 05:57:28.458582,0.0,DEV-0081f7722f,PAY-cfdbf5e6a5,ADDR-34e71ff611,7.140.125.58
ORD-46e75353b1,CUST-fecfaa24a5,ADI-CAP-BLK,accessory,4,25.0,2026-03-02 07:27:03.302884,0.0,DEV-f2f4457cc9,PAY-67fe451476,ADDR-e8d8508d7f,20.135.168.177
ORD-d631ddeabb,CUST-80e644767e,ADI-TRACK-NVY-M,apparel,4,60.0,2026-03-02 07:51:09.719588,0.0,DEV-4f32ae5f4c,PAY-d2218134f4,ADDR-407b99c6cb,12.34.169.139
ORD-c8cde1f1cc,CUST-685e595dd6,ADI-TRACK-NVY-M,apparel,1,60.0,2026-03-02 09:51:15.178743,0.0,DEV-e8e2bf4ca1,PAY-0b510951de,ADDR-79feeaf553,103.23.251.221
ORD-787c1bd407,CUST-35d76a698c,ADI-SUPER-BLK-42,sneakers,1,85.0,2026-03-02 11:02:19.959668,0.0,DEV-16c71ce930,PAY-72be5f7242,ADDR-19bcd3f54b,25.0.109.123
ORD-dbd81dd993,CUST-ec2f1862f7,ADI-SUPER-BLK-42,sneakers,1,85.0,2026-03-02 11:11:03.819152,0.0,DEV-2286511869,PAY-9ca84cb6a6,ADDR-afcd56f18f,90.220.244.78
ORD-3c174690c8,CUST-58a8378ec7,ADI-GAZL-BLU-42,sneakers,1,100.0,2026-03-02 12:00:02.719538,0.0,DEV-57ceb0368b,PAY-9cbbc6091c,ADDR-14d98688c0,222.157.161.182
ORD-44b730c508,CUST-68ad47b1ec,ADI-TRACK-BLK-M,apparel,1,70.0,2026-03-02 12:50:58.984321,0.0,DEV-ba34c4511d,PAY-27dc2f1e97,ADDR-cba0c897e0,71.168.211.135
ORD-5f3d6b8fef,CUST-8dfca99f18,ADI-GAZL-BLU-42,sneakers,1,100.0,2026-03-02 16:17:50.381434,0.0,DEV-12f4eb3c60,PAY-16166a7a84,ADDR-a315284f96,130.166.209.116
ORD-50611d8334,CUST-37814e477f,ADI-TRACK-NVY-M,apparel,2,60.0,2026-03-02 16:56:23.403299,0.0,DEV-3093584fe7,PAY-db8c639512,ADDR-c70c0a70e7,19.230.238.175
ORD-59a2d1268a,CUST-0b54bb6b6a,ADI-SAMBA-WHT-42,sneakers,1,90.0,2026-03-02 16:57:56.820921,0.0,DEV-40febe2ec7,PAY-9a626748ec,ADDR-a0a40f56c9,65.154.140.49
ORD-794c18ee28,CUST-5ceb8d3083,ADI-TEE-WHT-M,apparel,1,30.0,2026-03-02 18:04:37.261844,0.0,DEV-b5553ecffd,PAY-20f00f4b2b,ADDR-fdfcf7d9b7,62.136.28.196
ORD-8436d60a24,CUST-9c18da8bf5,ADI-SUPER-BLK-42,sneakers,1,85.0,2026-03-02 18:47:28.392230,0.0,DEV-6f7c37ecc1,PAY-10b605703a,ADDR-ccf47360db,215.4.171.1
ORD-50cee20ee2,CUST-2aac8b92ac,ADI-SAMBA-WHT-42,sneakers,1,90.0,2026-03-02 19:10:41.673836,0.0,DEV-407d11a683,PAY-c03d3fa2ac,ADDR-7088f376a1,205.90.211.7
ORD-e2ea8c08f4,CUST-5595f4ac73,ADI-SAMBA-WHT-42,sneakers,1,90.0,2026-03-02 21:38:44.993912,0.0,DEV-9344ac7e78,PAY-9fe213ccfa,ADDR-6301231619,124.39.184.65
ORD-e442d308f3,CUST-4d97322de4,ADI-CAP-BLK,accessory,4,25.0,2026-03-02 22:29:21.693651,0.0,DEV-c26120a530,PAY-d66389e33f,ADDR-014329b535,96.212.184.162
ORD-3fa8bfc9d7,CUST-c8e5578f9c,ADI-SAMBA-WHT-42,sneakers,1,90.0,2026-03-03 03:35:28.092942,0.0,DEV-eeb12ac726,PAY-b427aeb585,ADDR-3f57ccb3c6,201.169.48.230
ORD-d964286a9b,CUST-82ae688785,ADI-SUPER-BLK-42,sneakers,2,85.0,2026-03-03 04:04:50.949067,0.0,DEV-46c49ea6f6,PAY-05f9432ff0,ADDR-2bdf7e7c69,125.236.34.22
ORD-be8f7582e4,CUST-55c3ba4ca4,ADI-TRACK-NVY-M,apparel,5,60.0,2026-03-03 04:30:02.514297,0.0,DEV-a86f79beb6,PAY-21411b89b5,ADDR-b33896fee0,163.241.63.168
ORD-98de6cd8f4,CUST-1cd1b744b5,ADI-TRACK-BLK-M,apparel,1,70.0,2026-03-03 04:32:45.465014,0.0,DEV-d4ca7ee7d3,PAY-026cbf11f9,ADDR-9d46cbc6de,204.76.242.128
ORD-ad2f7a849c,CUST-4d2f0e8f7e,ADI-SUPER-BLK-42,sneakers,1,85.0,2026-03-03 05:06:15.025049,0.0,DEV-c3ae760430,PAY-3866fe3d80,ADDR-1da0466e22,40.218.129.67
ORD-7f192f6e78,CUST-04d33ce50d,ADI-SAMBA-WHT-42,sneakers,3,90.0,2026-03-03 05:36:13.759742,0.0,DEV-5931ff796e,PAY-fe5245813a,ADDR-b5f0bf4177,120.137.222.240
ORD-c2baf40691,CUST-71144f6279,ADI-TEE-WHT-M,apparel,5,30.0,2026-03-03 08:19:03.751157,0.0,DEV-50cce8b1eb,PAY-8f6ffa8f05,ADDR-7774813a32,84.248.227.118
ORD-cfd8dfbad8,CUST-8bf22a005c,ADI-TEE-WHT-M,apparel,4,30.0,2026-03-03 10:35:15.480173,0.0,DEV-556ed05d8a,PAY-3a6ead8d61,ADDR-15e5a11fc7,59.208.57.195
ORD-c70abdfd9d,CUST-818afede98,ADI-CAP-BLK,accessory,3,25.0,2026-03-03 14:05:21.851157,0.0,DEV-af676def5f,PAY-62ff82e5c6,ADDR-701c2c107c,32.103.224.249
ORD-962c0f9fd8,CUST-3998eb22bd,ADI-TRACK-BLK-M,apparel,1,70.0,2026-03-03 15:21:12.014120,0.0,DEV-5e0c0aed59,PAY-9cbed5a789,ADDR-abd9ff31e4,170.188.242.142
ORD-4f3f40dda0,CUST-75cf426f97,ADI-CAP-BLK,accessory,4,25.0,2026-03-03 15:47:52.247869,0.0,DEV-a58c82de02,PAY-1636e7dcfa,ADDR-796b8b179c,107.67.102.15
ORD-3643e4f378,CUST-bc17983341,ADI-SAMBA-BLK-42,sneakers,1,90.0,2026-03-03 17:32:49.584258,0.0,DEV-4e47f4b35a,PAY-a9eb571b6e,ADDR-60376554b6,38.2.54.200
ORD-9c386981bc,CUST-daa0296776,ADI-TEE-WHT-M,apparel,1,30.0,2026-03-03 17:40:17.378581,0.0,DEV-6ecccfeff7,PAY-be13ed39ef,ADDR-dedbba3309,181.90.67.22
ORD-cf2cc2097f,CUST-2b6062484c,ADI-TRACK-BLK-M,apparel,3,70.0,2026-03-03 23:14:13.891229,0.0,DEV-d0e19bef7b,PAY-978c1dc010,ADDR-3182c93472,104.94.189.161
ORD-baccb3854b,CUST-0d6218cb51,ADI-GAZL-BLU-42,sneakers,8,100.0,2026-03-04 00:27:29.112763,0.0,DEV-1f0ecbbdc9,PAY-c1b54fa4e4,ADDR-d877e23ecf,217.206.62.60
ORD-f88b6c1627,CUST-df36485066,ADI-TEE-WHT-M,apparel,1,30.0,2026-03-04 00:43:53.453539,0.0,DEV-ecb74dbb03,PAY-dec21034bd,ADDR-86a107ebe5,8.245.221.207
ORD-461ef63703,CUST-461f9a79de,ADI-CAP-BLK,accessory,3,25.0,2026-03-04 02:25:50.409740,0.0,DEV-be5c834727,PAY-2b8779b729,ADDR-4092c3a00b,24.120.152.54
ORD-eabe6c8e66,CUST-b2a9cb5231,ADI-TRACK-BLK-M,apparel,1,70.0,2026-03-04 03:01:54.535318,0.0,DEV-94a19c8b24,PAY-de7bd7440b,ADDR-30ffc04aea,4.134.110.11
ORD-6647507c0f,CUST-632489b939,ADI-TRACK-BLK-M,apparel,1,70.0,2026-03-04 04:04:07.448330,0.0,DEV-25e1ff1559,PAY-d27cc1ae5e,ADDR-5337a41fa4,171.52.181.200
ORD-2bae19acfb,CUST-818afede98,ADI-TEE-WHT-M,apparel,3,30.0,2026-03-04 05:30:25.478856,0.0,DEV-af676def5f,PAY-62ff82e5c6,ADDR-701c2c107c,32.103.224.249
ORD-2092385b74,CUST-e966be9c64,ADI-SAMBA-BLK-42,sneakers,4,90.0,2026-03-04 08:10:46.412203,0.0,DEV-5ef65e8fd2,PAY-0e06bdeb61,ADDR-e4ca07f013,107.226.147.42
ORD-e688adb892,CUST-5f35728f5d,ADI-TRACK-NVY-M,apparel,1,60.0,2026-03-04 08:18:08.927125,0.0,DEV-5872aa3dee,PAY-61083ad010,ADDR-820c51dbc8,218.62.233.35
ORD-13b94e0054,CUST-5be15bb652,ADI-CAP-BLK,accessory,3,25.0,2026-03-04 10:26:22.292249,0.0,DEV-5b405577cd,PAY-9b5c831755,ADDR-5894a1344c,81.252.24.101
ORD-77f11bb82b,CUST-2396bf58bb,ADI-SAMBA-WHT-42,sneakers,2,90.0,2026-03-04 10:27:58.461103,0.0,DEV-bd992aefcf,PAY-6b65b15ff5,ADDR-24aa6ff9e0,31.126.115.17
ORD-899f8653da,CUST-8561ef0977,ADI-SAMBA-BLK-42,sneakers,1,90.0,2026-03-04 12:21:18.857824,0.0,DEV-04ccd73fee,PAY-0df37f40aa,ADDR-115bd4fecf,70.98.57.85
ORD-597e67eefa,CUST-d125882c57,ADI-SUPER-BLK-42,sneakers,1,85.0,2026-03-04 17:34:37.528610,0.0,DEV-0e1140ef4f,PAY-43c442baeb,ADDR-ab1b972113,144.131.176.6
ORD-d2cec5aa36,CUST-da6c758b84,ADI-TRACK-NVY-M,apparel,1,60.0,2026-03-04 17:47:09.918905,0.0,DEV-4175325602,PAY-17c23e363e,ADDR-889fc64340,88.41.132.162
ORD-ecf69b0602,CUST-a5e5622496,ADI-SAMBA-BLK-42,sneakers,1,90.0,2026-03-04 18:14:19.952362,0.0,DEV-af72ab9ef9,PAY-62f1f551b8,ADDR-f84de8eaad,203.102.21.81
ORD-a0c936ac5b,CUST-8e3d4bbb4b,ADI-SAMBA-WHT-42,sneakers,1,90.0,2026-03-04 19:54:48.138665,0.0,DEV-271fafd01e,PAY-473628edfc,ADDR-44de0ec936,115.208.52.7
ORD-0f2364f8e0,CUST-b27d0fa388,ADI-CAP-BLK,accessory,4,25.0,2026-03-04 21:01:54.555032,0.0,DEV-252473fb07,PAY-3cdd87ad6b,ADDR-0175f853e9,39.45.188.44
ORD-61cc2715b7,CUST-cc8810c30b,ADI-TRACK-NVY-M,apparel,4,60.0,2026-03-04 23:25:31.691726,0.0,DEV-bd18910b9e,PAY-3a8b55a6a1,ADDR-f2efe40016,180.102.243.123
ORD-413737daa9,CUST-45acb47f10,ADI-SAMBA-BLK-42,sneakers,2,90.0,2026-03-05 02:23:53.077916,0.0,DEV-4628b6bf5a,PAY-c76eeb6729,ADDR-eb58f2c340,174.116.213.62
ORD-57c8b5facc,CUST-c8e5578f9c,ADI-SUPER-BLK-42,sneakers,1,85.0,2026-03-05 05:11:13.049979,0.0,DEV-eeb12ac726,PAY-b427aeb585,ADDR-3f57ccb3c6,201.169.48.230
ORD-c3846ff07c,CUST-37adee5206,ADI-SAMBA-BLK-42,sneakers,3,90.0,2026-03-05 05:26:51.739232,0.0,DEV-d423b3a07e,PAY-6e7b85a6ac,ADDR-a625a9130a,107.184.241.205
ORD-77ce9cb37e,CUST-8817c824d3,ADI-CAP-BLK,accessory,5,25.0,2026-03-05 06:24:55.739890,0.0,DEV-3b09e72ca3,PAY-b443559b4c,ADDR-e7191e7d86,91.145.164.16
ORD-681d1cf503,CUST-9554083bf6,ADI-TRACK-NVY-M,apparel,1,60.0,2026-03-05 10:16:29.656534,0.0,DEV-6f1d0938f2,PAY-6ed0e1c869,ADDR-bcd1c34f76,115.136.168.78
ORD-66d7f2b02f,CUST-d02b79a3cd,ADI-TRACK-NVY-M,apparel,2,60.0,2026-03-05 10:32:14.716251,0.0,DEV-fb310bba7b,PAY-784c464429,ADDR-046b01d104,117.21.253.57
ORD-bde8569f47,CUST-b3637a7c18,ADI-TRACK-NVY-M,apparel,1,60.0,2026-03-05 14:06:24.895439,0.0,DEV-821e69c6a1,PAY-286aa3c416,ADDR-01e18282f5,83.56.49.134
ORD-661c8d8e23,CUST-6b4a0c9504,ADI-TEE-WHT-M,apparel,1,30.0,2026-03-05 15:36:13.176540,0.0,DEV-8d1909c08f,PAY-8e34c4455d,ADDR-89d65bcc2d,7.67.7.92
ORD-869f5d9113,CUST-cee7ffb415,ADI-CAP-BLK,accessory,6,25.0,2026-03-05 15:40:56.721856,0.0,DEV-ee610defaa,PAY-bc0dc7d40f,ADDR-4052478f69,3.35.43.87
ORD-8a31ff0d4b,CUST-0067c9ef4f,ADI-TRACK-BLK-M,apparel,3,70.0,2026-03-05 16:18:16.887044,0.0,DEV-e324548877,PAY-dfd70b76ca,ADDR-d2658c0ed0,200.204.96.18
ORD-b9b8677833,CUST-7ee9974cda,ADI-TRACK-NVY-M,apparel,5,60.0,2026-03-05 17:00:35.727645,0.0,DEV-7ce232ef9f,PAY-c66289a32b,ADDR-e9aa02bd89,34.112.186.99
ORD-9f7272c4d1,CUST-87d8bdcf84,ADI-GAZL-BLU-42,sneakers,3,100.0,2026-03-05 17:27:50.250990,0.0,DEV-4dd4a18818,PAY-d6ad746a2a,ADDR-db5ade5645,177.202.154.23
ORD-7e1e6c420a,CUST-3037fda4d4,ADI-SAMBA-WHT-42,sneakers,1,90.0,2026-03-05 20:13:20.461853,0.0,DEV-9fe3e929c8,PAY-1470e66095,ADDR-945959ee44,213.223.46.243
ORD-7f33339f6d,CUST-c8a9c1e128,ADI-SAMBA-WHT-42,sneakers,2,90.0,2026-03-05 20:21:18.691332,0.0,DEV-fb4ed83eae,PAY-d6182b1ffb,ADDR-d0b5ac6f8d,36.214.102.165
ORD-fef03544ba,CUST-7ce43c93ef,ADI-TRACK-BLK-M,apparel,1,70.0,2026-03-05 20:37:31.225532,0.0,DEV-dc6e9f6635,PAY-4162ff554a,ADDR-6e5b3048c3,110.159.168.115
ORD-f5e8f61897,CUST-0f42862647,ADI-TRACK-NVY-M,apparel,4,60.0,2026-03-06 01:02:09.114270,0.0,DEV-a8c1714869,PAY-0e7b1ad9fa,ADDR-57dd0c7952,177.57.39.5
ORD-e480917008,CUST-c6b31570d6,ADI-CAP-BLK,accessory,1,25.0,2026-03-06 01:29:57.375439,0.0,DEV-3e181cb3aa,PAY-2110ba3ff7,ADDR-37fb0588de,102.56.142.146
ORD-6299303e78,CUST-3dd31e260b,ADI-TRACK-NVY-M,apparel,1,60.0,2026-03-06 02:38:56.795728,0.0,DEV-23a87ea4dc,PAY-009adc63d0,ADDR-2cfe678e7a,146.234.73.81
ORD-41cb8f8c8a,CUST-66499b5823,ADI-SAMBA-BLK-42,sneakers,1,90.0,2026-03-06 02:39:07.967988,0.0,DEV-94a03a79d1,PAY-399a6ae87c,ADDR-d99a284dc7,26.90.150.32
ORD-b6daf7c2dd,CUST-80e644767e,ADI-TRACK-NVY-M,apparel,3,60.0,2026-03-06 04:14:24.531231,0.0,DEV-4f32ae5f4c,PAY-d2218134f4,ADDR-407b99c6cb,139.34.178.109
ORD-633fda1885,CUST-a6e945d2f4,ADI-GAZL-BLU-42,sneakers,1,100.0,2026-03-06 08:33:54.794275,0.0,DEV-53cbb37f73,PAY-e0d54810c8,ADDR-fd34afa368,36.40.177.14
ORD-bd6ae921c7,CUST-7550560b7f,ADI-SUPER-BLK-42,sneakers,3,85.0,2026-03-06 09:28:03.096250,0.0,DEV-5652d5c553,PAY-47041bf73c,ADDR-809b64966e,76.200.26.86
ORD-7ccef900bf,CUST-9554083bf6,ADI-TRACK-BLK-M,apparel,1,70.0,2026-03-06 13:06:15.079662,0.0,DEV-6f1d0938f2,PAY-6ed0e1c869,ADDR-bcd1c34f76,115.136.168.78
ORD-cc2096d704,CUST-e61c218145,ADI-GAZL-BLU-42,sneakers,1,100.0,2026-03-06 18:46:31.007837,0.0,DEV-59a326545a,PAY-ecb9a8bfdf,ADDR-16bf8d9489,155.45.96.114
ORD-8a8647d0f6,CUST-ab2f2fe9b7,ADI-TEE-WHT-M,apparel,1,30.0,2026-03-06 19:39:29.820167,0.0,DEV-4ced11803e,PAY-96274507a2,ADDR-046b01d104,86.153.214.85
ORD-2fb1ce4850,CUST-12178bf2af,ADI-SUPER-BLK-42,sneakers,2,85.0,2026-03-06 22:13:39.272218,0.0,DEV-9c78900184,PAY-d3afe41f08,ADDR-826227f283,165.252.68.218
ORD-09d4afaedb,CUST-ad50a4071c,ADI-TRACK-BLK-M,apparel,1,70.0,2026-03-06 23:15:12.776422,0.0,DEV-13b13da64b,PAY-c8f058e6cd,ADDR-8117be2e78,163.149.191.180
ORD-0fbb64ea91,CUST-d604954cbb,ADI-TRACK-BLK-M,apparel,3,70.0,2026-03-07 00:02:35.856467,0.0,DEV-c499d8471e,PAY-4f5e6fc0f2,ADDR-30185f6b0e,83.78.14.21
ORD-4bc9e18d41,CUST-c9d5bc6b14,ADI-SAMBA-BLK-42,sneakers,1,90.0,2026-03-07 00:17:22.623362,0.0,DEV-dc07c62360,PAY-b014e7d626,ADDR-e550a4dd11,185.16.89.137
ORD-1af0fcd2eb,CUST-4d97322de4,ADI-TRACK-BLK-M,apparel,5,70.0,2026-03-07 03:57:57.782750,0.0,DEV-c26120a530,PAY-d66389e33f,ADDR-014329b535,96.212.184.162
ORD-8a40a3ba13,CUST-8dfca99f18,ADI-TEE-WHT-M,apparel,2,30.0,2026-03-07 05:30:33.372136,0.0,DEV-12f4eb3c60,PAY-16166a7a84,ADDR-a315284f96,130.166.209.116
ORD-76fd9674dc,CUST-52c9ef63df,ADI-SAMBA-WHT-42,sneakers,2,90.0,2026-03-07 06:08:20.183749,0.0,DEV-a268580d18,PAY-379a574f8f,ADDR-cb287cb0e6,132.59.36.230
ORD-e312366b1f,CUST-47657fc985,ADI-TRACK-NVY-M,apparel,5,60.0,2026-03-07 09:37:58.062006,0.0,DEV-8a29f2c79e,PAY-3bdccc4c4f,ADDR-af221daaa9,193.219.17.87
ORD-730683d795,CUST-c664686aef,ADI-SAMBA-BLK-42,sneakers,4,90.0,2026-03-07 09:42:30.858027,0.0,DEV-800f317b8e,PAY-0ad46e0382,ADDR-5a0132d0b1,72.151.245.186
ORD-dbaf7a9592,CUST-4cd837b8ad,ADI-SAMBA-BLK-42,sneakers,1,90.0,2026-03-07 09:46:21.058436,0.0,DEV-e761dbdb06,PAY-94a316379f,ADDR-82d455f2fd,71.5.97.22
ORD-42f8aebd9a,CUST-58504b3293,ADI-TRACK-BLK-M,apparel,3,70.0,2026-03-07 10:49:34.663788,0.0,DEV-c3010a82fb,PAY-652c378279,ADDR-5678080854,133.193.59.204
ORD-e6edbb5a10,CUST-c04b63b75a,ADI-SAMBA-WHT-42,sneakers,1,90.0,2026-03-07 12:50:40.016672,0.0,DEV-206690ef0f,PAY-7dca0b21a4,ADDR-cd614aba6e,124.158.231.231
ORD-9da6073bbf,CUST-e07bbd13d9,ADI-TEE-WHT-M,apparel,1,30.0,2026-03-07 14:57:01.254568,0.0,DEV-38d0c07785,PAY-968e4ecf09,ADDR-860b9074d6,99.97.98.135
ORD-46ff878dfb,CUST-e8a286684b,ADI-TEE-WHT-M,apparel,4,30.0,2026-03-07 16:05:36.554369,0.0,DEV-fe8a607d1a,PAY-0dc716983b,ADDR-1994cd5d65,220.2.236.73
ORD-40ab2021fa,CUST-977f160cf0,ADI-GAZL-BLU-42,sneakers,1,100.0,2026-03-07 17:05:37.692840,0.0,DEV-46662880fc,PAY-329d0f24e3,ADDR-7e55d721d7,48.43.184.18
ORD-2fcf34074a,CUST-3aee1a01b1,ADI-SUPER-BLK-42,sneakers,3,85.0,2026-03-07 21:35:44.599585,0.0,DEV-d56073df12,PAY-cdb36d5946,ADDR-8ffa652ee8,166.18.103.41
ORD-06aa11a803,CUST-9c9b98ef46,ADI-GAZL-BLU-42,sneakers,6,100.0,2026-03-07 22:01:47.901078,0.0,DEV-8316078f0f,PAY-11b3c6c89e,ADDR-2e7cafb6cf,109.212.71.214
