customer_id,account_created,device_id,payment_fingerprint,shipping_address_id,segment,ring_id,ring_style,home_ip,uses_vpn
CUST-ec4543204f,2025-09-01 04:18:58.674584,DEV-546a38fc54,PAY-ed3c19e2e7,ADDR-bcb1a3b911,normal,,,135.194.75.211,False
CUST-3632ec873b,2025-12-26 03:22:51.361047,DEV-4826c4459f,PAY-66c323e4d6,ADDR-5aa9f35c82,normal,,,9.56.97.5,False
CUST-25392e4d57,2025-08-09 08:40:18.896531,DEV-5b96eca57e,PAY-9ed65b91e8,ADDR-9e1d4fc0fc,normal,,,108.77.211.177,False
CUST-4d39ff2ba0,2025-03-25 01:16:43.762184,DEV-4c3c33b1ee,PAY-bb3642c38b,ADDR-9c58add6fa,normal,,,129.241.31.181,False
CUST-b831dd9d9d,2025-02-14 22:47:39.200897,DEV-b826ff7ffa,PAY-51956b3c48,ADDR-152fc48d0a,normal,,,54.166.244.135,False
CUST-5e21737c14,2025-07-03 04:21:25.523555,DEV-bcf0d0b90d,PAY-cbc131dae3,ADDR-25bfab8497,normal,,,45.235.175.140,False
CUST-f7e1388f9c,2025-06-20 03:10:19.179150,DEV-9ff957a48f,PAY-a6b1a678b1,ADDR-d9a5b4b399,normal,,,198.135.247.50,False
CUST-116d8312db,2026-06-04 07:09:37.647014,DEV-eca0d40784,PAY-ffa01a6908,ADDR-5ea44da32e,normal,,,72.152.115.242,False
CUST-4c0317010d,2026-06-13 07:33:57.891595,DEV-22c123dd46,PAY-bd1af80d6f,ADDR-a5ad8c8e74,normal,,,77.147.106.177,False
CUST-8ebce2e897,2026-01-09 04:31:00.686459,DEV-2d97bbb97a,PAY-8a6c946e6c,ADDR-8bcfd09745,normal,,,82.245.178.144,False
CUST-9f56934632,2026-05-21 14:42:01.468134,DEV-9dd1b2582c,PAY-06c1c1a89a,ADDR-f0af6da528,normal,,,204.140.147.32,False
CUST-7dd1c089ff,2025-10-25 01:02:01.199861,DEV-0542a968f3,PAY-4711b17a7b,ADDR-0399c14e9d,normal,,,140.194.202.210,False
CUST-1863c0a730,2025-06-14 19:59:29.205914,DEV-e0cd57d6dc,PAY-f90fff1042,ADDR-17763c6945,normal,,,198.74.148.11,False
CUST-6906f5f2bd,2025-05-12 12:54:40.417452,DEV-87c1b56524,PAY-0992d709eb,ADDR-c8e9a431ee,normal,,,183.40.177.237,False
CUST-2a17cbcb6b,2025-08-10 03:15:30.421706,DEV-5641e25819,PAY-ddea8c8be0,ADDR-9ac0f56e84,normal,,,66.245.109.52,False
CUST-1bb0640627,2026-03-21 09:13:00.739011,DEV-727ebd94c2,PAY-7e2a0138d9,ADDR-6b86798de3,normal,,,70.139.70.28,False
CUST-8d5ddbea0b,2025-11-18 11:26:53.052806,DEV-047ba1a272,PAY-f93205385b,ADDR-74d30e1603,normal,,,151.122.124.13,False
CUST-e2721765ec,2025-12-19 20:00:45.994156,DEV-dcf870e6c3,PAY-80af02fc6c,ADDR-4dafe93d83,normal,,,136.115.119.14,False
CUST-e6eaeadf67,2025-01-24 00:21:03.020018,DEV-50f7e6504e,PAY-1e84ed6b72,ADDR-4755ef17fa,normal,,,85.241.51.175,False
CUST-6f98928de5,2026-02-16 06:33:54.516001,DEV-822e99c8ad,PAY-d86e2724f9,ADDR-4e85193159,normal,,,2.80.208.168,False
CUST-22f3628f42,2026-05-22 09:12:21.751532,DEV-5bb0083542,PAY-edb7d59a7c,ADDR-2863b72457,normal,,,122.244.102.194,False
CUST-a0855200c8,2026-06-08 02:32:58.143942,DEV-6d507e1716,PAY-542e476aa9,ADDR-2f36fbb1ce,normal,,,83.146.30.233,False
CUST-7e9c9c4967,2026-02-15 02:12:09.036726,DEV-6a13a531c1,PAY-4e6e1afaf7,ADDR-6c2196c085,normal,,,167.118.19.234,False
CUST-4267f16e08,2026-05-14 12:45:33.745212,DEV-7c3f35884a,PAY-64a15bc000,ADDR-43bc419b5d,normal,,,107.90.18.215,False
CUST-32ed19786f,2025-07-14 20:38:11.775017,DEV-3e1ba883d4,PAY-e32a5230b5,ADDR-d2ce71cf57,normal,,,127.95.148.225,False
CUST-1608a454e8,2024-12-18 16:37:47.930266,DEV-06afd33e5a,PAY-5b8cb6356f,ADDR-2c8d8038cf,normal,,,77.54.171.73,False
CUST-615b036e90,2025-08-17 01:38:05.244241,DEV-c07776dbac,PAY-97872e292d,ADDR-746d116065,normal,,,165.252.68.218,False
CUST-3ecd0aedf4,2025-09-14 22:32:21.520204,DEV-2e00960d0c,PAY-283100df5b,ADDR-15eb413970,normal,,,70.98.57.85,False
CUST-d30d88dca0,2025-03-01 02:01:12.980108,DEV-3fd2627281,PAY-3370513c87,ADDR-b78edcaec9,normal,,,118.131.95.4,False
CUST-0bf70c8361,2026-01-27 12:02:32.192737,DEV-641706d66c,PAY-4750f0f19b,ADDR-a8e490049b,normal,,,203.151.98.45,False
CUST-d54ab65820,2025-11-15 17:49:25.418342,DEV-023dc569df,PAY-5ffc2bdf1d,ADDR-251b30a56c,normal,,,164.207.218.132,False
CUST-7c624429af,2025-06-04 20:52:07.859473,DEV-cafd2d9db9,PAY-b04a137d86,ADDR-d893824a17,normal,,,103.48.94.252,False
CUST-a55c596db2,2025-02-16 09:56:33.445731,DEV-75a45296e1,PAY-21deaaaa0e,ADDR-8c6d849463,normal,,,83.127.3.67,False
CUST-9886e4c979,2025-07-07 02:08:59.038203,DEV-2f267e92ae,PAY-52228e07f5,ADDR-8f43c682f0,normal,,,115.136.168.78,False
CUST-4c8e2ac1f1,2025-10-30 05:52:28.572989,DEV-17552dc39c,PAY-37283c54ab,ADDR-a8368889cd,normal,,,147.5.133.168,False
CUST-e4665d041e,2025-06-23 04:20:09.061576,DEV-1580c1ea1d,PAY-c584e31936,ADDR-d858ea90d4,normal,,,61.31.60.120,False
CUST-c827c1b2ed,2025-05-23 15:22:51.342536,DEV-ab62aa22e4,PAY-1d19908f3f,ADDR-618046ef91,normal,,,104.159.60.164,False
CUST-d1bff594a5,2026-05-11 10:32:52.230410,DEV-0fc4ff7c85,PAY-713e779058,ADDR-93498f8626,normal,,,76.188.113.57,False
CUST-a7464b9b1b,2026-06-04 07:28:55.272505,DEV-ac0ed4cc27,PAY-9b9adfc371,ADDR-dddf19e58e,normal,,,123.78.232.192,False
CUST-501c2dbc57,2026-06-22 12:53:32.346590,DEV-bf8747a429,PAY-576e1ade71,ADDR-709ec2a6f1,normal,,,96.212.241.194,False
CUST-6d998dc1b7,2025-10-04 05:20:44.837465,DEV-cbd4383d73,PAY-1bdd3c8611,ADDR-2bf1570615,normal,,,171.111.126.175,False
CUST-ba4066b6b6,2026-02-06 23:51:38.818716,DEV-2e217213ee,PAY-547503cd45,ADDR-7216b9a523,normal,,,202.41.228.136,False
CUST-7cb2b9ac4b,2026-01-08 11:32:02.670598,DEV-2b063d3c88,PAY-b473ff5da2,ADDR-fed4e14eac,normal,,,20.57.31.213,False
CUST-7248e12bf0,2025-10-10 02:08:02.256314,DEV-956b832727,PAY-0daaa26f3a,ADDR-7224e28ead,normal,,,130.103.76.43,False
CUST-88fd951065,2025-06-04 23:31:21.698637,DEV-ea70bb08d8,PAY-947bb50fce,ADDR-242509641d,normal,,,134.226.59.175,False
CUST-eaa481d74f,2025-03-25 22:15:32.554998,DEV-2e768d3283,PAY-eb52a3431c,ADDR-107f1dd1a3,normal,,,150.250.46.231,False
CUST-52fedaf892,2025-09-18 12:10:33.310705,DEV-898e75207b,PAY-165c3bd50a,ADDR-04439e633c,normal,,,208.28.232.34,False
CUST-ca5a6753f7,2025-09-20 04:05:31.304868,DEV-06e9cbfa1b,PAY-f7934de74d,ADDR-116dd72f72,normal,,,117.29.236.173,False
CUST-0b4f39709b,2026-03-09 04:53:44.660745,DEV-8f0e02c1f3,PAY-9dde5a96b2,ADDR-d611cf5d0d,normal,,,186.11.202.66,False
CUST-f5a55417ec,2026-03-14 17:26:02.499240,DEV-6fd61e1c41,PAY-b88fd5e841,ADDR-db4e8697bf,normal,,,191.111.37.12,False
CUST-2268cf4ec8,2025-07-30 07:41:55.891982,DEV-550f24cdec,PAY-c8acadff5b,ADDR-9338ad217a,normal,,,180.32.30.240,False
CUST-0f0404ce92,2026-04-28 18:03:34.259123,DEV-d862fbe059,PAY-7139aa526d,ADDR-5e0293dce4,normal,,,121.16.146.105,False
CUST-8ed4056faa,2025-03-11 05:01:13.863252,DEV-d0ae824aae,PAY-ff9964f217,ADDR-ca200b27ed,normal,,,35.215.191.229,False
CUST-ef6b44fed6,2025-07-06 10:56:12.420811,DEV-dc7484152d,PAY-539891cd0b,ADDR-7f3582e5dd,normal,,,223.193.192.21,False
CUST-8238285073,2025-12-27 07:13:15.602142,DEV-536c49bb43,PAY-b80925b3b0,ADDR-5cd9692376,normal,,,170.68.178.31,False
CUST-8bdc338ff0,2025-03-10 08:04:10.375108,DEV-3118054da3,PAY-ff45728cd6,ADDR-e8398d548f,normal,,,138.201.65.187,False
CUST-bf12bc022d,2026-06-16 16:21:14.195369,DEV-22c6654065,PAY-50e90de76d,ADDR-baf4190af0,normal,,,214.1.11.251,False
CUST-a5024f5568,2025-05-18 18:03:07.527660,DEV-8d4af64116,PAY-160acfeb33,ADDR-d86b27c42e,normal,,,173.217.194.211,False
CUST-5bb2bff849,2025-04-08 23:24:42.739505,DEV-fbc0a4bc8f,PAY-7ed24c884f,ADDR-d79ce9a95c,normal,,,118.177.79.71,False
CUST-910083b44d,2025-03-16 03:07:27.661389,DEV-0152e6517f,PAY-5c859bfceb,ADDR-dad435d9ae,normal,,,186.57.16.208,False
CUST-110afafede,2025-12-14 06:06:25.350871,DEV-e511102b0c,PAY-e964f919a2,ADDR-3b2ba68b1b,normal,,,158.8.123.53,False
CUST-1b7ad50885,2025-01-04 23:04:27.791589,DEV-a467594566,PAY-7d03575923,ADDR-62626f0222,normal,,,153.17.228.154,False
CUST-78dbbfc3e9,2025-12-21 02:26:25.648715,DEV-4a03731c86,PAY-1a1c6e98a2,ADDR-a09ed5b007,normal,,,13.125.22.103,False
CUST-3ac7f16d38,2025-08-08 03:49:38.022347,DEV-e00296b2e3,PAY-29c2d13f99,ADDR-cc123fe885,normal,,,139.111.28.36,False
CUST-559683f7bf,2025-09-14 18:08:12.180780,DEV-7db956fa15,PAY-36f68c5d38,ADDR-ebb84fe1f6,normal,,,75.119.163.148,False
CUST-c913949b09,2025-11-08 04:39:50.406325,DEV-4b4b9fac5d,PAY-bdf7271682,ADDR-6b2a61d0b5,normal,,,173.164.121.78,False
CUST-b780ab777c,2026-04-18 08:29:08.321738,DEV-a98172e0bc,PAY-8f756bbd42,ADDR-5ddc2c5938,normal,,,170.113.211.77,False
CUST-b5d011e601,2025-05-05 07:32:19.965795,DEV-b0384bc6ee,PAY-46afaa612c,ADDR-61a2afbb00,normal,,,143.89.218.143,False
CUST-48c1bb65b3,2025-09-09 23:08:47.266811,DEV-568aaa49dc,PAY-055b142ea3,ADDR-a2ae16e65c,normal,,,89.195.163.179,False
CUST-66a902900f,2025-07-26 01:14:49.581688,DEV-ed60408c2b,PAY-b57325a9c8,ADDR-cee829fbdb,normal,,,39.153.192.48,False
CUST-3ef70034cc,2026-02-06 19:21:57.913996,DEV-a73f6a6ad3,PAY-bcab5f6dd4,ADDR-42b86bbc40,normal,,,122.123.115.77,False
CUST-55e24fcd0f,2026-04-07 12:23:34.984359,DEV-5208c42934,PAY-14bc5f4116,ADDR-246868616e,normal,,,37.237.29.144,False
CUST-065c9cac38,2025-07-23 22:33:58.992772,DEV-141c7c712b,PAY-6ea6c8cf0d,ADDR-941ff73d33,normal,,,107.68.198.63,False
CUST-83fd6bf76e,2025-04-23 15:25:10.168904,DEV-d8eb4d93bd,PAY-ce2514fa31,ADDR-7bf921d375,normal,,,85.40.230.217,False
CUST-b1d4e3a58d,2025-06-29 20:29:34.259937,DEV-5ead366c0c,PAY-ec84f120c7,ADDR-4aee604857,normal,,,138.97.26.69,False
CUST-4307e7d45f,2025-07-03 09:07:34.248226,DEV-2dc0cc359a,PAY-dd58d4f708,ADDR-4af0b59ede,normal,,,155.20.37.49,False
CUST-32c444c4b2,2026-03-07 21:25:29.948344,DEV-dba86617af,PAY-f3225c16b0,ADDR-dbb90eb4fd,normal,,,151.111.245.54,False
CUST-f7ae9fb579,2026-04-14 10:12:31.106826,DEV-b66155cd77,PAY-b7a2a910be,ADDR-35b27a4794,normal,,,86.155.7.55,False
CUST-f0952f3a24,2026-05-23 14:46:19.450050,DEV-ab7b4fdeff,PAY-d08a0edae8,ADDR-a9914917cd,normal,,,190.60.245.235,False
CUST-5ef0216112,2025-04-16 11:04:29.477742,DEV-565b32ae47,PAY-2dd12c16f4,ADDR-0dcb9fd8eb,normal,,,155.104.203.235,False
CUST-71361d3761,2025-04-14 13:44:34.820701,DEV-f32e96b63b,PAY-a0381d908f,ADDR-d1e98047ed,normal,,,83.144.194.120,False
CUST-1335579437,2025-10-01 23:36:07.814075,DEV-b9334d3d13,PAY-bc61b4690f,ADDR-4a7da3eae0,normal,,,92.157.133.93,False
CUST-bef3ae8e75,2025-09-19 22:05:55.104613,DEV-fbe8023b09,PAY-6575b5254b,ADDR-a5af564ebc,normal,,,128.238.50.206,False
CUST-a902e83db3,2026-06-18 04:24:04.594824,DEV-93b30944ed,PAY-07cc444b3e,ADDR-886b873372,normal,,,121.163.104.95,False
CUST-2fb7d9f9cb,2025-05-27 04:21:51.747193,DEV-126f246718,PAY-bbf4d1e03d,ADDR-f21b897e8f,normal,,,12.113.74.5,False
CUST-2d47de22f4,2025-04-26 23:43:01.312702,DEV-9939a98e40,PAY-c1af02142e,ADDR-2c34fb26a6,normal,,,150.213.151.40,False
CUST-6c5accfc94,2025-03-20 14:16:51.645979,DEV-854b3c0c38,PAY-d30153f39c,ADDR-d4820792b8,normal,,,59.194.125.128,False
CUST-1d772d32e4,2025-10-11 19:43:43.074686,DEV-4abd512a08,PAY-92ea14a7b0,ADDR-f65fbdb99c,normal,,,176.172.131.196,False
CUST-fb44656f27,2026-03-17 16:50:29.738274,DEV-fc0387f69a,PAY-d53942c922,ADDR-eae246604e,normal,,,186.251.235.44,False
CUST-c5755a9346,2026-01-25 06:36:10.820519,DEV-f78e85664b,PAY-fd304d6416,ADDR-deb7160ae3,normal,,,91.86.71.185,False
CUST-6216405ae9,2025-10-09 10:48:28.022305,DEV-f479bf725b,PAY-9d6a409bd1,ADDR-3989c1fa9c,normal,,,48.30.17.215,False
CUST-92c02d62d5,2026-04-01 05:42:24.612146,DEV-985ca75e52,PAY-c863ead40f,ADDR-6d94ab23e9,normal,,,210.24.3.106,False
CUST-ca0a0b2c23,2025-02-14 14:34:56.308029,DEV-3f02703609,PAY-f861b92442,ADDR-245e4a58d3,normal,,,162.118.34.182,False
CUST-461c1b394b,2025-02-22 10:42:28.682187,DEV-f50a7d85b4,PAY-7113f9efff,ADDR-044776d46c,normal,,,56.233.191.16,False
CUST-1e8cc7e66a,2025-11-19 17:26:18.375879,DEV-ff01f01902,PAY-17889d4dee,ADDR-3007b581c4,normal,,,171.247.249.5,False
CUST-606414dc09,2024-11-30 19:53:07.125947,DEV-c18739032e,PAY-6db714f593,ADDR-a32b8552d9,normal,,,142.210.6.5,False
CUST-701ef19439,2025-09-29 12:47:15.433842,DEV-83f9493403,PAY-767fcfa8b7,ADDR-cbf1e0a08e,normal,,,71.146.8.129,False
CUST-2ba97ca61c,2026-03-12 19:37:57.870551,DEV-c369824f59,PAY-a73c3cb591,ADDR-44e51c66e3,normal,,,173.220.91.28,False
CUST-8835b428fe,2026-05-12 13:12:24.273369,DEV-7212e3b84e,PAY-4a6389c56a,ADDR-6444fe8c95,normal,,,135.76.123.50,False
CUST-e73b61ec58,2025-11-20 20:28:28.510163,DEV-67134b3747,PAY-90add1eb29,ADDR-076bcd52f7,normal,,,65.181.136.204,False
CUST-1587eacd9a,2025-07-14 19:16:21.673320,DEV-6d5dd8c35e,PAY-5313904ab0,ADDR-0103c5b411,normal,,,96.207.235.145,False
CUST-a7c8687d87,2025-04-16 19:37:00.831735,DEV-b4dca54e56,PAY-5898551541,ADDR-7ea1efacbb,normal,,,179.115.153.176,False
CUST-97faa2676e,2026-03-21 10:45:02.324884,DEV-ee65305796,PAY-6a82ed738a,ADDR-b969de4c5f,normal,,,21.16.47.104,False
CUST-af89ab0857,2025-07-04 14:15:10.270960,DEV-a11a186d81,PAY-8edcdd1adb,ADDR-da3cf12134,normal,,,142.243.28.164,False
CUST-74649dfff9,2024-12-02 11:19:10.557126,DEV-c738988bd4,PAY-66bd082d6b,ADDR-d34b90b651,normal,,,44.42.255.217,False
CUST-ff98ec3410,2025-08-05 05:36:30.685674,DEV-a3f77ccc2d,PAY-a38add2272,ADDR-2b0aed36dd,normal,,,201.169.48.230,False
CUST-b1c95bac1a,2025-09-28 19:18:00.157235,DEV-931879d7f8,PAY-f700d38631,ADDR-3a53262405,normal,,,11.117.108.231,False
CUST-b775d6f8a9,2026-04-13 15:21:08.321479,DEV-526cec4e6a,PAY-a682fe5223,ADDR-722fe5e3d9,normal,,,146.243.138.12,False
CUST-14b0ee833c,2026-05-16 02:07:01.807654,DEV-be0fd5123b,PAY-12dda7135a,ADDR-eb0df5b4b1,normal,,,176.143.16.46,False
CUST-d89d59e3cf,2026-05-18 18:08:14.481581,DEV-1523bce6ad,PAY-ddc4f47057,ADDR-59a65868b5,normal,,,81.8.106.151,False
CUST-dd440d9aa8,2025-02-18 11:41:09.368148,DEV-6378b7e02a,PAY-41e6a693f8,ADDR-b26ded114a,normal,,,211.203.39.77,False
CUST-e95ce390fe,2025-03-01 01:24:31.262154,DEV-6b1df8b0da,PAY-8f2017b5f9,ADDR-7652d0e007,normal,,,62.199.169.99,False
CUST-10fae65710,2026-02-07 11:56:46.823216,DEV-58eb0c7d84,PAY-b825db2e6d,ADDR-78aabfc195,normal,,,36.40.177.14,False
CUST-4cb1e248ab,2025-01-22 13:26:30.124059,DEV-2f4c837c7d,PAY-fa552e9ae8,ADDR-531e6f02ba,normal,,,60.38.174.155,False
CUST-0e9a9f9d6b,2026-02-15 06:06:09.212998,DEV-219abf17ec,PAY-00c222f845,ADDR-aec5f21c12,normal,,,153.203.167.8,False
CUST-925db21d53,2025-11-29 03:46:20.917690,DEV-3973c39ab8,PAY-5bbaffa2c1,ADDR-c5b277630a,normal,,,201.230.251.59,False
CUST-ed6bedb0f9,2025-06-21 00:21:08.651954,DEV-41e3dd7e49,PAY-d81c554a8d,ADDR-cc7b8491cd,normal,,,97.221.95.175,False
CUST-5f6b600f4f,2025-11-01 05:19:14.463656,DEV-dbc5766f26,PAY-3764cecbe3,ADDR-bd4818ffe8,normal,,,98.43.151.205,False
CUST-cd518e80af,2025-04-18 16:39:58.179746,DEV-1d513cda98,PAY-8d4fe9252c,ADDR-90faf7e271,normal,,,19.42.137.40,False
CUST-97930fcd83,2025-07-05 00:28:47.653996,DEV-2d1afe1f87,PAY-08aa1b8e09,ADDR-948112f69e,normal,,,201.78.199.82,False
CUST-8add2d70c8,2025-06-23 20:17:25.331543,DEV-df17387cb5,PAY-02cb263782,ADDR-6b5f439622,normal,,,24.2.157.114,False
CUST-1b9f439710,2025-06-23 09:24:48.755277,DEV-79f065b724,PAY-3e7a3d3597,ADDR-763eee8afd,normal,,,70.52.67.23,False
CUST-7817d63bd5,2025-03-15 11:59:46.406052,DEV-58bc27b295,PAY-5ac3c300db,ADDR-b4938df4e1,normal,,,115.208.52.7,False
CUST-ff6844d6b1,2025-01-17 21:20:36.340374,DEV-1db6b7ecba,PAY-d92f0b9d28,ADDR-86e71c4322,normal,,,142.47.166.222,False
CUST-c307def11f,2025-07-08 01:15:57.960485,DEV-015316d6af,PAY-1b337369f1,ADDR-fd3f15f787,normal,,,75.211.198.200,False
CUST-a8bddf45a2,2025-01-15 00:59:04.154059,DEV-2d0e3d59f5,PAY-b89ccaaf86,ADDR-1a824d5e3b,normal,,,144.124.86.176,False
CUST-b873c1fa79,2025-07-05 10:39:07.914238,DEV-4178aa7588,PAY-00edbc61c3,ADDR-4d3a3e9f69,normal,,,36.137.154.69,False
CUST-c11665fbf6,2025-09-08 12:27:01.083460,DEV-8bd03b4a1b,PAY-806be3c551,ADDR-032a8e2b4d,normal,,,17.85.222.71,False
CUST-9ce1ce50f3,2025-07-28 19:38:17.208524,DEV-ee73787812,PAY-60fe064e04,ADDR-0f831af072,normal,,,124.39.184.65,False
CUST-d53314ac6d,2026-05-27 16:54:46.872338,DEV-54d609820b,PAY-67f39fdb15,ADDR-9cf22b10c6,normal,,,185.253.100.118,False
CUST-2a163f2a71,2025-01-27 22:29:16.871655,DEV-b0df43fd68,PAY-803699fd53,ADDR-9343e7e8a0,normal,,,78.3.202.86,False
CUST-aacc81a76e,2026-03-29 07:03:34.638793,DEV-36bc4e251a,PAY-af21557071,ADDR-b3d954e08f,normal,,,98.168.225.86,False
CUST-4ddf0de39a,2025-08-03 07:50:34.822615,DEV-15c94b37d4,PAY-773b1d6c39,ADDR-7330a3d4a1,normal,,,211.69.153.83,False
CUST-642aac32c1,2025-11-11 06:13:25.627961,DEV-94e0d19489,PAY-86b20e1705,ADDR-30709a68a2,normal,,,178.102.245.81,False
CUST-86ad0cd2ff,2025-03-09 20:26:51.080103,DEV-1e7b9e3145,PAY-2fdbdb33ac,ADDR-d415c32a82,normal,,,102.163.149.189,False
CUST-8b7400ead5,2026-01-03 09:07:59.302458,DEV-00c5aece05,PAY-62ca027184,ADDR-8cf7548c79,normal,,,126.124.166.97,False
CUST-a986012afd,2025-05-08 07:03:03.006960,DEV-a0d7d32a0e,PAY-72754e5532,ADDR-e86a1eee66,normal,,,202.201.186.30,False
CUST-9bf8191249,2026-05-20 16:00:18.548529,DEV-868608b797,PAY-4d2fc7b030,ADDR-52312e7a8f,normal,,,52.92.13.244,False
CUST-070c02ba31,2026-01-22 01:21:24.852541,DEV-99c26746f8,PAY-5ad10bb2e3,ADDR-a12abe32e4,normal,,,182.107.224.205,False
CUST-890f986e62,2025-05-14 16:20:18.478189,DEV-c23a03a5c0,PAY-d60cd39820,ADDR-5145d0472f,normal,,,178.35.209.173,False
CUST-6c9155b9cd,2025-09-12 02:19:02.926759,DEV-45e4980fed,PAY-66c196434d,ADDR-380fd8b99e,normal,,,163.155.123.65,False
CUST-b20fe53475,2025-12-13 08:46:50.198610,DEV-c12076a27a,PAY-5219246728,ADDR-10ea3dc57b,normal,,,184.216.193.19,False
CUST-97958dd9ea,2025-08-14 00:13:52.149735,DEV-dd3dc35a78,PAY-a3d266347b,ADDR-f355f2cb39,normal,,,154.245.205.137,False
CUST-eee1d2931e,2025-09-16 07:53:21.435137,DEV-5ee4c1c4e9,PAY-f0aea9ce73,ADDR-2726d0dc58,normal,,,223.214.18.203,False
CUST-cd90ab27e2,2026-06-10 17:16:33.794811,DEV-74e75720b5,PAY-bb919220e4,ADDR-b4a3dc1d24,normal,,,180.43.55.197,False
CUST-a2c4607bfd,2025-04-19 17:25:03.155048,DEV-f49ffa8e75,PAY-fe5d4af30e,ADDR-53ce48d797,normal,,,171.181.85.166,False
CUST-8f9f14ec48,2025-11-16 17:46:19.669964,DEV-e42bf67d74,PAY-63e4360a8b,ADDR-7ce47baa4c,normal,,,145.204.169.248,False
CUST-33c262272b,2026-03-03 00:25:36.736615,DEV-ff45ae6892,PAY-4dce4003bc,ADDR-c53950ae34,normal,,,28.5.50.67,False
CUST-b28cb22b47,2025-04-04 12:55:37.205110,DEV-b0c93b9c29,PAY-c22eeb7e88,ADDR-7e8993e439,normal,,,192.113.228.96,False
CUST-b3bb72dd36,2025-07-11 11:12:01.468593,DEV-b7e94ca22e,PAY-d515987edf,ADDR-ad3d91c04f,normal,,,198.77.176.7,False
CUST-9cae5f72ad,2025-09-02 12:35:13.164340,DEV-f7c3bc636e,PAY-f706e66231,ADDR-b0a8317385,normal,,,76.212.43.30,False
CUST-974e2105c1,2026-03-23 07:59:28.969621,DEV-d498f7619e,PAY-fb2970da29,ADDR-16ffd0dcb6,normal,,,187.72.178.80,False
CUST-8a813d44f1,2025-06-13 15:15:16.549211,DEV-210c12ee46,PAY-52b711f26c,ADDR-6e9c02ea7c,normal,,,201.105.247.90,False
CUST-0ea06806e9,2025-08-29 16:45:16.321257,DEV-30172c04e9,PAY-193ce11a4e,ADDR-bc00ce9534,normal,,,113.231.163.18,False
CUST-2dff8d657e,2025-05-19 20:28:10.919626,DEV-4e83885271,PAY-02d9ec465a,ADDR-b699840a17,normal,,,208.58.11.218,False
CUST-1869596624,2025-06-13 15:24:40.173295,DEV-e52dba06f6,PAY-fa7793d975,ADDR-64a4d3bc16,normal,,,28.84.124.133,False
CUST-bb60658791,2025-03-08 00:12:07.643967,DEV-e6fb9fa563,PAY-1a518a738f,ADDR-49e2c868b1,normal,,,41.169.218.246,False
CUST-bcd09c86e6,2025-08-21 12:42:16.461153,DEV-36947c6949,PAY-6421273484,ADDR-3329b76435,normal,,,205.207.94.48,False
CUST-7c3d024f9c,2025-12-02 20:05:40.092246,DEV-c30c8e4290,PAY-3f50aeb850,ADDR-14830863bf,normal,,,111.202.14.189,False
CUST-f254a7b326,2025-11-17 13:37:48.006193,DEV-e687a78900,PAY-b4b19bd814,ADDR-3c35851233,normal,,,51.230.219.100,False
CUST-f739815e66,2024-11-29 13:50:16.087416,DEV-346471fbd9,PAY-46d7a3adea,ADDR-c8572935cc,normal,,,55.105.142.193,False
CUST-9360b7713e,2026-01-08 11:26:43.416344,DEV-02d357914a,PAY-885163eb96,ADDR-e068f65ad0,normal,,,204.32.52.205,False
CUST-5f55a74c23,2026-04-15 21:01:29.171343,DEV-28dca62178,PAY-9ea8a499df,ADDR-9ea14253a1,normal,,,48.187.166.51,False
CUST-9be3648434,2025-08-18 22:07:14.401118,DEV-c34c764279,PAY-9e4191ffd7,ADDR-e3515f6532,normal,,,68.250.160.153,False
CUST-199dacbb2e,2025-07-10 00:31:52.210717,DEV-dac72d287e,PAY-8c83f27784,ADDR-d58a4fe479,normal,,,101.58.178.91,False
CUST-abdacba8b1,2026-03-31 13:18:55.389226,DEV-546ca98245,PAY-e9a5e37964,ADDR-ecd92f9f46,normal,,,159.88.152.236,False
CUST-c6b1a48e1c,2025-11-17 18:52:36.589248,DEV-e580d5c786,PAY-b97daf7b80,ADDR-f4066f7285,normal,,,22.68.160.31,False
CUST-869ae7dd95,2025-04-14 03:12:23.783736,DEV-2833cc69f4,PAY-de06be2619,ADDR-eab36c26d7,normal,,,30.93.191.178,False
CUST-b849c1f85b,2025-02-16 20:19:05.942109,DEV-3287164f97,PAY-446d9673c4,ADDR-be5a56fb89,normal,,,100.214.70.148,False
CUST-c2c52c59b8,2025-07-07 04:02:01.116933,DEV-95d63ba2f0,PAY-21b0b257f3,ADDR-00996bdc1d,normal,,,48.249.88.143,False
CUST-6efce03ea4,2025-03-03 14:45:47.948779,DEV-ddf87ee87e,PAY-e9f1b49412,ADDR-fa9ee46d8e,normal,,,74.71.95.81,False
CUST-6555d782bc,2026-03-29 12:13:35.528309,DEV-564a363c99,PAY-6456384c2b,ADDR-e21f6e868b,normal,,,159.27.183.244,False
CUST-7287dc5da8,2024-12-02 13:10:17.314217,DEV-0573fc3f4c,PAY-39b9ed039c,ADDR-4b0fdcbe1a,normal,,,35.99.196.247,False
CUST-f1b7d1c654,2025-10-18 03:44:40.367935,DEV-e76556a182,PAY-f7731e33ba,ADDR-e3f01e8486,normal,,,168.253.209.176,False
CUST-04a678145b,2025-09-07 17:01:22.183732,DEV-a6b8c28a8b,PAY-b978787a97,ADDR-a944d568fa,normal,,,182.227.250.43,False
CUST-ff8ff4f62d,2025-01-13 20:47:27.657343,DEV-31ba2ad37a,PAY-21cccc8af8,ADDR-9133c3d660,normal,,,8.112.149.9,False
